index  confidence   rules
 143   0.998        ['15227', '14867', '14773', '14970', '15526', '15117']=>['15125']
 144   0.998        ['15227', '14970', '15526', '15180', '15155']=>['14773']
 145   0.998        ['15165', '14970', '15526', '15125', '15117']=>['14773']
 146   0.998        ['15227', '14867', '15125', '15117', '15155']=>['14773']
 147   0.998        ['15227', '14970', '15526', '15180', '15155']=>['15125']
 148   0.998        ['14867', '14970', '15526', '15125', '15117', '15155']=>['14773']
 149   0.998        ['15227', '14867', '15526', '15125', '15180']=>['14773']
 150   0.998        ['15227', '14970', '15526', '15125', '15180', '15155']=>['14773']
 151   0.998        ['15227', '14773', '14970', '15526', '15180', '15155']=>['15125']
 152   0.998        ['15227', '15117', '15165']=>['15125']
 153   0.998        ['15227', '15117', '15165']=>['14773']
 154   0.998        ['15125', '15180', '15526', '15165']=>['14773']
 155   0.998        ['14867', '14970', '15125', '15117', '15180']=>['14773']
 156   0.998        ['14867', '14773', '14970', '15117', '15180']=>['15125']
 157   0.998        ['15227', '14867', '14970', '15125', '15155']=>['14773']
 158   0.998        ['15125', '15165', '15155', '15526']=>['14773']
 159   0.998        ['15227', '15125', '15117', '15165']=>['14773']
 160   0.998        ['15227', '14773', '15117', '15165']=>['15125']
 161   0.998        ['15227', '15526', '15117', '15180', '15155']=>['15125']
 162   0.998        ['15227', '15526', '15117', '15180', '15155']=>['14773']
 163   0.998        ['15227', '15526', '15125', '15117', '15180', '15155']=>['14773']
 164   0.998        ['15227', '14773', '15526', '15117', '15180', '15155']=>['15125']
 165   0.998        ['15125', '15165', '15155', '14970']=>['14773']
 166   0.998        ['14867', '14970', '15526', '15180', '15155']=>['14773']
 167   0.998        ['15227', '14867', '15526', '15125', '15117', '15155']=>['14773']
 168   0.998        ['15227', '14867', '14773', '15526', '15117', '15155']=>['15125']
 169   0.998        ['15227', '14970', '15117', '15180', '15155']=>['15125']
 170   0.998        ['14867', '15526', '15125', '15180', '15155']=>['14773']
 171   0.998        ['15227', '14970', '15117', '15180', '15155']=>['14773']
 172   0.998        ['15227', '14867', '14970', '15526', '15155']=>['15125']
 173   0.998        ['14132', '14922', '15180', '15200', '14994']=>['14984']
 174   0.998        ['15227', '14867', '14970', '15526', '15155']=>['14773']
 175   0.998        ['15227', '15165', '14970', '15526', '15125']=>['14773']
 176   0.998        ['15125', '15117', '15165', '15155']=>['14773']
 177   0.998        ['15227', '14867', '14970', '15125', '15180']=>['14773']
 178   0.998        ['15227', '14867', '14970', '15526', '15125', '15155']=>['14773']
 179   0.998        ['15227', '14867', '14773', '14970', '15526', '15155']=>['15125']
 180   0.998        ['14867', '14970', '15526', '15125', '15117', '15180']=>['14773']
 181   0.998        ['14867', '14773', '14970', '15526', '15117', '15180']=>['15125']
 182   0.998        ['15227', '14970', '15125', '15117', '15180', '15155']=>['14773']
 183   0.998        ['15227', '14773', '14970', '15117', '15180', '15155']=>['15125']
 184   0.998        ['15227', '15117', '15165', '15526']=>['14773']
 185   0.998        ['15227', '15117', '15165', '15526']=>['15125']
 186   0.998        ['15117', '15165', '15155', '14970']=>['14773']
 187   0.998        ['15227', '15165', '15526', '15125', '15117']=>['14773']
 188   0.998        ['15227', '15165', '14773', '15526', '15117']=>['15125']
 189   0.998        ['15227', '15117', '15165', '14970']=>['15125']
 190   0.998        ['15227', '15117', '15165', '14970']=>['14773']
 191   0.998        ['15227', '15125', '15165', '14867']=>['14773']
 192   0.998        ['14867', '14970', '15125', '15180', '15155']=>['14773']
 193   0.998        ['15165', '14970', '15526', '15125', '15155']=>['14773']
 194   0.998        ['15227', '14867', '15526', '14970', '15180']=>['14773']
 195   0.998        ['15125', '15180', '14970', '15165']=>['14773']
 196   0.998        ['15009', '15129', '15202', '14889']=>['14867']
 197   0.998        ['15117', '15165', '15155', '15526']=>['14773']
 198   0.998        ['15227', '15165', '14970', '15125', '15117']=>['14773']
 199   0.998        ['15227', '15165', '14773', '14970', '15117']=>['15125']
 200   0.998        ['14867', '15125', '15117', '15180', '15155']=>['14773']
 201   0.998        ['15227', '14970', '15526', '15117', '15180', '15155']=>['14773']
 202   0.998        ['15227', '14970', '15526', '15117', '15180', '15155']=>['15125']
 203   0.998        ['15227', '14867', '14970', '15117', '15155']=>['14773']
 204   0.998        ['15227', '14867', '14970', '15117', '15155']=>['15125']
 205   0.998        ['15227', '14867', '14970', '15526', '15125', '15180']=>['14773']
 206   0.998        ['15227', '14970', '15526', '15125', '15117', '15180', '15155']=>['14773']
 207   0.998        ['15227', '14773', '14970', '15526', '15117', '15180', '15155']=>['15125']
 208   0.998        ['15227', '15125', '15165', '15155']=>['14773']
 209   0.998        ['14867', '15125', '15117', '15165']=>['14773']
 210   0.998        ['15227', '14867', '15125', '15117', '15180']=>['14773']
 211   0.998        ['15227', '14867', '14773', '15117', '15180']=>['15125']
 212   0.998        ['15165', '15526', '15125', '15117', '15155']=>['14773']
 213   0.998        ['15227', '14867', '14970', '15125', '15117', '15155']=>['14773']
 214   0.998        ['15227', '14867', '14773', '14970', '15117', '15155']=>['15125']
 215   0.998        ['15125', '15117', '15180', '15165']=>['14773']
 216   0.998        ['15227', '15165', '14970', '15526', '15117']=>['15125']
 217   0.998        ['14867', '15165', '14970', '15526', '15125']=>['14773']
 218   0.998        ['15165', '14970', '15125', '15117', '15155']=>['14773']
 219   0.998        ['15227', '15165', '14970', '15526', '15117']=>['14773']
 220   0.998        ['14867', '14970', '15526', '15125', '15180', '15155']=>['14773']
 221   0.998        ['15227', '15165', '14867', '15526', '15125']=>['14773']
 222   0.998        ['15227', '15165', '14867', '14773', '15526']=>['15125']
 223   0.998        ['14867', '15526', '15117', '15180', '15155']=>['14773']
 224   0.998        ['14867', '15526', '15117', '15180', '15155']=>['15125']
 225   0.998        ['15165', '14970', '15526', '15125', '15180']=>['14773']
 226   0.998        ['15227', '15165', '14970', '15526', '15125', '15117']=>['14773']
 227   0.998        ['15227', '15165', '14773', '14970', '15526', '15117']=>['15125']
 228   0.998        ['15227', '14867', '14970', '15526', '15117', '15155']=>['15125']
 229   0.998        ['14867', '15526', '15125', '15117', '15180', '15155']=>['14773']
 230   0.998        ['14867', '14773', '15526', '15117', '15180', '15155']=>['15125']
 231   0.998        ['15227', '14867', '14970', '15526', '15117', '15155']=>['14773']
 232   0.998        ['15227', '15165', '15155', '15526']=>['15125']
 233   0.998        ['15227', '15165', '15155', '15526']=>['14773']
 234   0.998        ['15165', '15526', '14970', '15117', '15155']=>['14773']
 235   0.998        ['15227', '14867', '14970', '15526', '15125', '15117', '15155']=>['14773']
 236   0.998        ['15227', '14867', '14773', '14970', '15526', '15117', '15155']=>['15125']
 237   0.998        ['15227', '15125', '15180', '15165']=>['14773']
 238   0.998        ['14867', '15165', '15526', '15125', '15117']=>['14773']
 239   0.998        ['15227', '15165', '15526', '15125', '15155']=>['14773']
 240   0.998        ['15227', '15165', '14773', '15526', '15155']=>['15125']
 241   0.998        ['15227', '14867', '15526', '15125', '15117', '15180']=>['14773']
 242   0.998        ['15227', '14867', '14773', '15526', '15117', '15180']=>['15125']
 243   0.998        ['14867', '14970', '15117', '15180', '15155']=>['14773']
 244   0.998        ['15227', '14867', '15125', '15180', '15155']=>['14773']
 245   0.998        ['15227', '14867', '14773', '15180', '15155']=>['15125']
 246   0.998        ['14867', '14970', '15117', '15180', '15155']=>['15125']
 247   0.998        ['15165', '15526', '15125', '15117', '15180']=>['14773']
 248   0.998        ['15165', '14773', '15526', '15117', '15180']=>['15125']
 249   0.998        ['15165', '14970', '15526', '15125', '15117', '15155']=>['14773']
 250   0.998        ['15227', '14867', '14970', '15117', '15180']=>['15125']
 251   0.998        ['15227', '15165', '14970', '15125', '15155']=>['14773']
 252   0.998        ['15227', '14867', '14970', '15117', '15180']=>['14773']
 253   0.998        ['15165', '14970', '15125', '15117', '15180']=>['14773']
 254   0.998        ['15165', '14773', '14970', '15117', '15180']=>['15125']
 255   0.998        ['14867', '15165', '14970', '15125', '15117']=>['14773']
 256   0.998        ['14867', '14970', '15125', '15117', '15180', '15155']=>['14773']
 257   0.998        ['14867', '14773', '14970', '15117', '15180', '15155']=>['15125']
 258   0.998        ['15227', '15117', '15165', '15155']=>['14773']
 259   0.998        ['15227', '15117', '15165', '15155']=>['15125']
 260   0.998        ['15227', '14867', '14970', '15125', '15117', '15180']=>['14773']
 261   0.998        ['15227', '14867', '14773', '14970', '15117', '15180']=>['15125']
 262   0.998        ['14867', '15125', '15180', '15165']=>['14773']
 263   0.998        ['14867', '15125', '15165', '15155']=>['14773']
 264   0.998        ['15125', '15180', '15155', '15165']=>['14773']
 265   0.998        ['15227', '15180', '15526', '15165']=>['14773']
 266   0.998        ['15227', '15165', '15125', '15117', '15155']=>['14773']
 267   0.998        ['15227', '15165', '14773', '15117', '15155']=>['15125']
 268   0.998        ['15227', '15180', '14970', '15165']=>['14773']
 269   0.998        ['15227', '15165', '15526', '15125', '15180']=>['14773']
 270   0.998        ['15227', '15165', '14970', '15526', '15155']=>['15125']
 271   0.998        ['15227', '14867', '15526', '15180', '15155']=>['14773']
 272   0.998        ['15227', '15165', '14970', '15526', '15155']=>['14773']
 273   0.998        ['15227', '14867', '15526', '15180', '15155']=>['15125']
 274   0.998        ['14867', '14970', '15526', '15117', '15180', '15155']=>['14773']
 275   0.998        ['14867', '14970', '15526', '15117', '15180', '15155']=>['15125']
 276   0.998        ['14889', '15202', '15129', '15206', '15009']=>['14867']
 277   0.998        ['15227', '14867', '14970', '15526', '15117', '15180']=>['14773']
 278   0.998        ['14867', '15165', '14970', '15526', '15125', '15117']=>['14773']
 279   0.998        ['15165', '14970', '15526', '15125', '15117', '15180']=>['14773']
 280   0.998        ['15165', '14773', '14970', '15526', '15117', '15180']=>['15125']
 281   0.998        ['15227', '14867', '14970', '15526', '15117', '15180']=>['15125']
 282   0.998        ['15227', '14867', '15526', '15125', '15180', '15155']=>['14773']
 283   0.998        ['15227', '14867', '14773', '15526', '15180', '15155']=>['15125']
 284   0.998        ['15227', '15165', '14970', '15526', '15125', '15155']=>['14773']
 285   0.998        ['15227', '15165', '14773', '14970', '15526', '15155']=>['15125']
 286   0.998        ['14867', '14970', '15526', '15125', '15117', '15180', '15155']=>['14773']
 287   0.998        ['14867', '14773', '14970', '15526', '15117', '15180', '15155']=>['15125']
 288   0.998        ['15180', '15155', '15526', '15165']=>['14773']
 289   0.998        ['15227', '14867', '14970', '15526', '15125', '15117', '15180']=>['14773']
 290   0.998        ['15227', '14867', '14773', '14970', '15526', '15117', '15180']=>['15125']
 291   0.998        ['15227', '14867', '14970', '15180', '15155']=>['15125']
 292   0.998        ['15227', '15165', '14970', '15125', '15180']=>['14773']
 293   0.998        ['15227', '15165', '15526', '15117', '15155']=>['14773']
 294   0.998        ['15227', '15165', '14867', '14970', '15125']=>['14773']
 295   0.998        ['15227', '14867', '14970', '15180', '15155']=>['14773']
 296   0.998        ['15227', '15165', '15526', '15117', '15155']=>['15125']
 297   0.998        ['15227', '15117', '15165', '14867']=>['15125']
 298   0.998        ['15227', '15117', '15165', '14867']=>['14773']
 299   0.998        ['15165', '15526', '15125', '15180', '15155']=>['14773']
 300   0.998        ['14867', '15165', '15526', '15125', '15180']=>['14773']
 301   0.998        ['14867', '15165', '15526', '15125', '15155']=>['14773']
 302   0.998        ['15227', '15165', '15526', '15125', '15117', '15155']=>['14773']
 303   0.998        ['15227', '15165', '14773', '15526', '15117', '15155']=>['15125']
 304   0.998        ['15227', '14867', '14970', '15125', '15180', '15155']=>['14773']
 305   0.998        ['15227', '14867', '14773', '14970', '15180', '15155']=>['15125']
 306   0.998        ['15227', '15180', '15117', '15165']=>['15125']
 307   0.998        ['15227', '15117', '15180', '15165']=>['14773']
 308   0.998        ['15227', '15165', '14970', '15117', '15155']=>['15125']
 309   0.998        ['15227', '14867', '15117', '15180', '15155']=>['14773']
 310   0.998        ['15165', '14970', '15125', '15180', '15155']=>['14773']
 311   0.998        ['15227', '15165', '14970', '15117', '15155']=>['14773']
 312   0.998        ['15227', '14867', '15117', '15180', '15155']=>['15125']
 313   0.998        ['15227', '15165', '14867', '15125', '15117']=>['14773']
 314   0.998        ['15227', '15165', '14867', '14773', '15117']=>['15125']
 315   0.998        ['14132', '14922', '14984', '15010']=>['15180']
 316   0.998        ['14132', '15010', '14984', '15200']=>['15180']
 317   0.998        ['14132', '15248', '14984', '15200']=>['15180']
 318   0.997        ['14132', '14922', '14984', '15487']=>['15180']
 319   0.997        ['14132', '15200', '15272']=>['15180']
 320   0.997        ['14132', '14984', '15200', '15272']=>['15180']
 321   0.997        ['15180', '14922', '15200', '15272']=>['14984']
 322   0.997        ['15180', '14922', '15200', '15272']=>['14132', '14984']
 323   0.997        ['14132', '14922', '15200', '15272']=>['15180', '14984']
 324   0.997        ['15117', '15155', '14970', '15526']=>['15125']
 325   0.997        ['15227', '15117', '14773', '15155']=>['15125']
 326   0.997        ['14773', '14970', '15526', '15117', '15155']=>['15125']
 327   0.997        ['14132', '14283', '14922', '15180', '15200']=>['14984']
 328   0.997        ['15227', '14773', '15155', '14970']=>['15125']
 329   0.997        ['14867', '15125', '15180', '15526']=>['14773']
 330   0.997        ['15180', '15155', '14970', '15526']=>['14773']
 331   0.997        ['15227', '15155', '14970', '15526']=>['15125', '14773']
 332   0.997        ['14773', '15117', '15180', '15155']=>['15125']
 333   0.997        ['14867', '14773', '14970', '15526', '15117']=>['15125']
 334   0.997        ['15227', '14773', '15117', '15180']=>['15125']
 335   0.997        ['15227', '15117', '15155', '14970']=>['15125', '14773']
 336   0.997        ['15117', '15180', '15155', '15526']=>['14773']
 337   0.997        ['15117', '15180', '15155', '15526']=>['15125']
 338   0.997        ['15227', '15117', '15180', '15526']=>['14773']
 339   0.997        ['15227', '15117', '15180', '15526']=>['15125']
 340   0.997        ['15227', '14970', '15526', '15117', '15155']=>['15125', '14773']
 341   0.997        ['15227', '14773', '15180', '15155']=>['15125']
 342   0.997        ['15117', '15180', '15155', '14970']=>['15125', '14773']
 343   0.997        ['15227', '15117', '15180', '14970']=>['15125', '14773']
 344   0.997        ['14773', '15117', '15165', '15526']=>['15125']
 345   0.997        ['14867', '15125', '15117', '15180']=>['14773']
 346   0.997        ['15227', '15180', '15155', '15526']=>['15125', '14773']
 347   0.997        ['15227', '14970', '15526', '15117', '15180']=>['15125', '14773']
 348   0.997        ['14970', '15526', '15117', '15180', '15155']=>['15125', '14773']
 349   0.997        ['14132', '14825', '15525', '14922']=>['15180']
 350   0.997        ['15227', '15180', '15155', '14970']=>['15125', '14773']
 351   0.997        ['15227', '15117', '15180', '15155']=>['15125', '14773']
 352   0.997        ['14867', '14970', '15526', '15117', '15155']=>['15125']
 353   0.997        ['15165', '14773', '14970', '15526', '15117']=>['15125']
 354   0.997        ['15227', '14867', '14773', '15117', '15155']=>['15125']
 355   0.997        ['14867', '14773', '14970', '15526', '15117', '15155']=>['15125']
 356   0.997        ['15227', '14867', '15155', '14970']=>['14773']
 357   0.997        ['14867', '15125', '15180', '15155']=>['14773']
 358   0.997        ['15227', '14970', '15526', '15180', '15155']=>['15125', '14773']
 359   0.997        ['15227', '14867', '14773', '14970', '15155']=>['15125']
 360   0.997        ['15227', '15117', '15165']=>['15125', '14773']
 361   0.997        ['15227', '15526', '15117', '15180', '15155']=>['15125', '14773']
 362   0.997        ['15227', '14867', '14773', '14970', '15180']=>['15125']
 363   0.997        ['15227', '14867', '14970', '15526', '15155']=>['15125', '14773']
 364   0.997        ['15227', '14970', '15117', '15180', '15155']=>['15125', '14773']
 365   0.997        ['14867', '15117', '15180', '15155']=>['14773']
 366   0.997        ['15227', '15117', '15165', '15526']=>['15125', '14773']
 367   0.997        ['15227', '15165', '15155']=>['14773']
 368   0.997        ['15227', '15117', '15165', '14970']=>['15125', '14773']
 369   0.997        ['15227', '14867', '14970', '15526', '15180']=>['15125']
 370   0.997        ['14867', '14773', '15117', '15180', '15155']=>['15125']
 371   0.997        ['15117', '15165', '15155', '15526']=>['15125']
 372   0.997        ['15227', '14867', '14773', '15526', '14970', '15180']=>['15125']
 373   0.997        ['15227', '14970', '15526', '15117', '15180', '15155']=>['15125', '14773']
 374   0.997        ['14717', '15190', '14931', '14993']=>['14197']
 375   0.997        ['15165', '14773', '15526', '15117', '15155']=>['15125']
 376   0.997        ['15227', '14867', '14970', '15117', '15155']=>['15125', '14773']
 377   0.997        ['14773', '15117', '15180', '15165']=>['15125']
 378   0.997        ['15227', '15165', '14970', '15526', '15117']=>['15125', '14773']
 379   0.997        ['14867', '15526', '15117', '15180', '15155']=>['15125', '14773']
 380   0.997        ['15227', '14867', '15526', '15117', '15180']=>['15125']
 381   0.997        ['15227', '14867', '15526', '15117', '15180']=>['14773']
 382   0.997        ['15227', '14867', '14970', '15526', '15117', '15155']=>['15125', '14773']
 383   0.997        ['15227', '15180', '14867', '15155']=>['15125']
 384   0.997        ['15227', '15165', '15155', '14970']=>['14773']
 385   0.997        ['15227', '15180', '15155', '14867']=>['14773']
 386   0.997        ['14867', '15165', '14773', '15526', '15117']=>['15125']
 387   0.997        ['15227', '15165', '15155', '15526']=>['15125', '14773']
 388   0.997        ['15165', '14970', '15526', '15117', '15155']=>['15125']
 389   0.997        ['15165', '14773', '14970', '15526', '15117', '15155']=>['15125']
 390   0.997        ['14132', '14922', '15091', '15010']=>['15180']
 391   0.997        ['15227', '15165', '14773', '14970', '15155']=>['15125']
 392   0.997        ['14867', '14970', '15117', '15180', '15155']=>['15125', '14773']
 393   0.997        ['15227', '14867', '14970', '15117', '15180']=>['15125', '14773']
 394   0.997        ['15227', '15117', '15165', '15155']=>['15125', '14773']
 395   0.997        ['14922', '15091', '15200', '15010']=>['14984']
 396   0.997        ['15227', '15180', '15165', '15526']=>['15125']
 397   0.997        ['15227', '15165', '14773', '15526', '15180']=>['15125']
 398   0.997        ['14132', '15180', '15010', '15200', '15091']=>['14984']
 399   0.997        ['14132', '14984', '15010', '15200', '15091']=>['15180']
 400   0.997        ['14867', '15165', '14773', '14970', '15526', '15117']=>['15125']
 401   0.997        ['15227', '14867', '15526', '15180', '15155']=>['15125', '14773']
 402   0.997        ['15227', '15165', '14970', '15526', '15155']=>['15125', '14773']
 403   0.997        ['14867', '14970', '15526', '15117', '15180', '15155']=>['15125', '14773']
 404   0.997        ['15227', '14867', '14970', '15526', '15117', '15180']=>['15125', '14773']
 405   0.997        ['15180', '15155', '14970', '15165']=>['14773']
 406   0.997        ['15180', '15165', '15155', '15526']=>['15125']
 407   0.997        ['15165', '14773', '15526', '15180', '15155']=>['15125']
