index  confidence   rules
 159   0.998        ['15227', '15165', '14773', '15117']=>['15125']
 160   0.998        ['15227', '15165', '15125', '15117']=>['14773']
 161   0.998        ['15117', '15155', '15227', '15526', '15180']=>['14773']
 162   0.998        ['15117', '15155', '15227', '15526', '15180']=>['15125']
 163   0.998        ['15117', '15155', '15227', '14773', '15526', '15180']=>['15125']
 164   0.998        ['15117', '15155', '15227', '15526', '15125', '15180']=>['14773']
 165   0.998        ['15165', '14970', '15125', '15155']=>['14773']
 166   0.998        ['15155', '14867', '15526', '14970', '15180']=>['14773']
 167   0.998        ['15117', '15155', '15227', '14867', '14773', '15526']=>['15125']
 168   0.998        ['15117', '15155', '15227', '14867', '15526', '15125']=>['14773']
 169   0.998        ['15155', '14867', '15526', '15125', '15180']=>['14773']
 170   0.998        ['15155', '15227', '14867', '15526', '14970']=>['14773']
 171   0.998        ['15155', '15227', '14867', '15526', '14970']=>['15125']
 172   0.998        ['15117', '15155', '15227', '14970', '15180']=>['14773']
 173   0.998        ['15165', '15227', '15526', '15125', '14970']=>['14773']
 174   0.998        ['15117', '15155', '15227', '14970', '15180']=>['15125']
 175   0.998        ['14994', '14922', '14132', '15200', '15180']=>['14984']
 176   0.998        ['15165', '15125', '15117', '15155']=>['14773']
 177   0.998        ['15227', '14867', '15125', '14970', '15180']=>['14773']
 178   0.998        ['15117', '15155', '15227', '14773', '14970', '15180']=>['15125']
 179   0.998        ['15117', '15155', '15227', '15125', '14970', '15180']=>['14773']
 180   0.998        ['15155', '15227', '14867', '14773', '15526', '14970']=>['15125']
 181   0.998        ['15155', '15227', '14867', '15526', '15125', '14970']=>['14773']
 182   0.998        ['15117', '14867', '15526', '14773', '14970', '15180']=>['15125']
 183   0.998        ['15117', '14867', '15526', '15125', '14970', '15180']=>['14773']
 184   0.998        ['15227', '15165', '15526', '15117']=>['15125']
 185   0.998        ['15227', '15165', '15526', '15117']=>['14773']
 186   0.998        ['15165', '14970', '15117', '15155']=>['14773']
 187   0.998        ['15117', '15227', '14773', '15526', '15165']=>['15125']
 188   0.998        ['15117', '15227', '15526', '15125', '15165']=>['14773']
 189   0.998        ['15227', '15165', '14867', '15125']=>['14773']
 190   0.998        ['15227', '15165', '14970', '15117']=>['15125']
 191   0.998        ['15227', '15165', '14970', '15117']=>['14773']
 192   0.998        ['15165', '15155', '15526', '15125', '14970']=>['14773']
 193   0.998        ['15155', '14867', '15125', '14970', '15180']=>['14773']
 194   0.998        ['15227', '14867', '15526', '14970', '15180']=>['14773']
 195   0.998        ['15165', '15526', '15117', '15155']=>['14773']
 196   0.998        ['15129', '14889', '15009', '15202']=>['14867']
 197   0.998        ['15165', '14970', '15125', '15180']=>['14773']
 198   0.998        ['15117', '15165', '15227', '14773', '14970']=>['15125']
 199   0.998        ['15117', '15165', '15227', '15125', '14970']=>['14773']
 200   0.998        ['15117', '15155', '14867', '15125', '15180']=>['14773']
 201   0.998        ['15117', '15155', '15227', '15526', '14970', '15180']=>['14773']
 202   0.998        ['15117', '15155', '15227', '15526', '14970', '15180']=>['15125']
 203   0.998        ['15200', '14132', '14825', '14984']=>['15180']
 204   0.998        ['15117', '15155', '15227', '14867', '14970']=>['15125']
 205   0.998        ['15117', '15155', '15227', '14867', '14970']=>['14773']
 206   0.998        ['15227', '14867', '15526', '15125', '14970', '15180']=>['14773']
 207   0.998        ['15117', '15155', '15227', '14773', '15526', '14970', '15180']=>['15125']
 208   0.998        ['15117', '15155', '15227', '15125', '15526', '14970', '15180']=>['14773']
 209   0.998        ['15125', '14867', '15117', '15165']=>['14773']
 210   0.998        ['15227', '15165', '15125', '15155']=>['14773']
 211   0.998        ['15117', '15155', '15526', '15125', '15165']=>['14773']
 212   0.998        ['15117', '15227', '14867', '14773', '15180']=>['15125']
 213   0.998        ['15117', '15227', '14867', '15125', '15180']=>['14773']
 214   0.998        ['15117', '15155', '15227', '14867', '14773', '14970']=>['15125']
 215   0.998        ['15117', '15155', '15227', '14867', '15125', '14970']=>['14773']
 216   0.998        ['15165', '15125', '15117', '15180']=>['14773']
 217   0.998        ['15117', '15165', '15227', '15526', '14970']=>['15125']
 218   0.998        ['15117', '15165', '15227', '15526', '14970']=>['14773']
 219   0.998        ['15117', '15165', '15155', '15125', '14970']=>['14773']
 220   0.998        ['15165', '14867', '15526', '15125', '14970']=>['14773']
 221   0.998        ['15155', '14867', '15526', '15125', '14970', '15180']=>['14773']
 222   0.998        ['15117', '15155', '14867', '15526', '15180']=>['15125']
 223   0.998        ['15117', '15155', '14867', '15526', '15180']=>['14773']
 224   0.998        ['15227', '14867', '15526', '14773', '15165']=>['15125']
 225   0.998        ['15227', '14867', '15526', '15125', '15165']=>['14773']
 226   0.998        ['15165', '15526', '15125', '14970', '15180']=>['14773']
 227   0.998        ['15117', '15165', '15227', '14773', '15526', '14970']=>['15125']
 228   0.998        ['15117', '15165', '15227', '15526', '15125', '14970']=>['14773']
 229   0.998        ['15117', '15155', '15227', '14867', '15526', '14970']=>['14773']
 230   0.998        ['15117', '15155', '14867', '14773', '15526', '15180']=>['15125']
 231   0.998        ['15117', '15155', '14867', '15526', '15125', '15180']=>['14773']
 232   0.998        ['15117', '15155', '15227', '14867', '15526', '14970']=>['15125']
 233   0.998        ['15227', '15165', '15526', '15155']=>['14773']
 234   0.998        ['15227', '15165', '15526', '15155']=>['15125']
 235   0.998        ['15117', '15165', '15155', '15526', '14970']=>['14773']
 236   0.998        ['15117', '15155', '15227', '14867', '14773', '15526', '14970']=>['15125']
 237   0.998        ['15117', '15155', '15227', '14867', '15125', '15526', '14970']=>['14773']
 238   0.998        ['15227', '15165', '15180', '15125']=>['14773']
 239   0.998        ['15155', '15227', '14773', '15526', '15165']=>['15125']
 240   0.998        ['15155', '15227', '15526', '15125', '15165']=>['14773']
 241   0.998        ['15117', '14867', '15526', '15125', '15165']=>['14773']
 242   0.998        ['15117', '15227', '14867', '15526', '14773', '15180']=>['15125']
 243   0.998        ['15117', '15227', '14867', '15526', '15125', '15180']=>['14773']
 244   0.998        ['15117', '15155', '14867', '14970', '15180']=>['14773']
 245   0.998        ['15155', '15227', '14867', '14773', '15180']=>['15125']
 246   0.998        ['15155', '15227', '14867', '15125', '15180']=>['14773']
 247   0.998        ['15117', '14773', '15526', '15165', '15180']=>['15125']
 248   0.998        ['15117', '15526', '15125', '15165', '15180']=>['14773']
 249   0.998        ['15117', '15155', '14867', '14970', '15180']=>['15125']
 250   0.998        ['15117', '15155', '14970', '15526', '15125', '15165']=>['14773']
 251   0.998        ['15117', '15165', '14773', '14970', '15180']=>['15125']
 252   0.998        ['15117', '15165', '15125', '14970', '15180']=>['14773']
 253   0.998        ['15117', '15227', '14867', '14970', '15180']=>['15125']
 254   0.998        ['15117', '15227', '14867', '14970', '15180']=>['14773']
 255   0.998        ['15165', '15155', '15227', '15125', '14970']=>['14773']
 256   0.998        ['15117', '15165', '14867', '15125', '14970']=>['14773']
 257   0.998        ['15117', '15155', '14867', '14773', '14970', '15180']=>['15125']
 258   0.998        ['15117', '15155', '14867', '15125', '14970', '15180']=>['14773']
 259   0.998        ['15227', '15165', '15117', '15155']=>['14773']
 260   0.998        ['15227', '15165', '15117', '15155']=>['15125']
 261   0.998        ['14922', '14132', '14825', '15200', '14984']=>['15180']
 262   0.998        ['15117', '15227', '14867', '14773', '14970', '15180']=>['15125']
 263   0.998        ['15117', '15227', '14867', '15125', '14970', '15180']=>['14773']
 264   0.998        ['15165', '14867', '15125', '15180']=>['14773']
 265   0.998        ['15227', '15165', '15526', '15180']=>['14773']
 266   0.998        ['15165', '15180', '15125', '15155']=>['14773']
 267   0.998        ['15165', '14867', '15125', '15155']=>['14773']
 268   0.998        ['15117', '15155', '15227', '14773', '15165']=>['15125']
 269   0.998        ['15117', '15155', '15227', '15125', '15165']=>['14773']
 270   0.998        ['15227', '14970', '15180', '15165']=>['14773']
 271   0.998        ['15155', '15227', '14867', '15526', '15180']=>['15125']
 272   0.998        ['15165', '15155', '15227', '15526', '14970']=>['15125']
 273   0.998        ['15155', '15227', '14867', '15526', '15180']=>['14773']
 274   0.998        ['15227', '15526', '15125', '15165', '15180']=>['14773']
 275   0.998        ['15165', '15155', '15227', '15526', '14970']=>['14773']
 276   0.998        ['15117', '15155', '14867', '15526', '14970', '15180']=>['15125']
 277   0.998        ['15117', '15155', '14867', '15526', '14970', '15180']=>['14773']
 278   0.998        ['14889', '15009', '15206', '15202', '15129']=>['14867']
 279   0.998        ['15155', '15227', '14867', '14773', '15526', '15180']=>['15125']
 280   0.998        ['15155', '15227', '14867', '15526', '15125', '15180']=>['14773']
 281   0.998        ['15117', '15227', '14867', '15526', '14970', '15180']=>['14773']
 282   0.998        ['15165', '15155', '15227', '14773', '15526', '14970']=>['15125']
 283   0.998        ['15165', '15155', '15227', '15526', '15125', '14970']=>['14773']
 284   0.998        ['15117', '14867', '14970', '15526', '15125', '15165']=>['14773']
 285   0.998        ['15117', '15227', '14867', '15526', '14970', '15180']=>['15125']
 286   0.998        ['15117', '15165', '14773', '15526', '14970', '15180']=>['15125']
 287   0.998        ['15117', '15165', '15526', '15125', '14970', '15180']=>['14773']
 288   0.998        ['15117', '15155', '14867', '14773', '15526', '14970', '15180']=>['15125']
 289   0.998        ['15117', '15155', '14867', '15125', '15526', '14970', '15180']=>['14773']
 290   0.998        ['15165', '15526', '15180', '15155']=>['14773']
 291   0.998        ['15117', '15227', '14867', '14773', '15526', '14970', '15180']=>['15125']
 292   0.998        ['15117', '15227', '14867', '15125', '15526', '14970', '15180']=>['14773']
 293   0.998        ['15155', '15227', '14867', '14970', '15180']=>['14773']
 294   0.998        ['15117', '15155', '15227', '15526', '15165']=>['14773']
 295   0.998        ['15165', '15227', '15125', '14970', '15180']=>['14773']
 296   0.998        ['15117', '15155', '15227', '15526', '15165']=>['15125']
 297   0.998        ['15155', '15227', '14867', '14970', '15180']=>['15125']
 298   0.998        ['15165', '15227', '14867', '15125', '14970']=>['14773']
 299   0.998        ['15227', '15165', '14867', '15117']=>['14773']
 300   0.998        ['15227', '15165', '14867', '15117']=>['15125']
 301   0.998        ['14867', '15526', '15125', '15165', '15180']=>['14773']
 302   0.998        ['15155', '15526', '15125', '15165', '15180']=>['14773']
 303   0.998        ['15155', '14867', '15526', '15125', '15165']=>['14773']
 304   0.998        ['15117', '15155', '15227', '14773', '15526', '15165']=>['15125']
 305   0.998        ['15117', '15155', '15227', '15526', '15125', '15165']=>['14773']
 306   0.998        ['15155', '15227', '14867', '14773', '14970', '15180']=>['15125']
 307   0.998        ['15155', '15227', '14867', '15125', '14970', '15180']=>['14773']
 308   0.998        ['15227', '15165', '15180', '15117']=>['14773']
 309   0.998        ['15227', '15165', '15180', '15117']=>['15125']
 310   0.998        ['15117', '15155', '15227', '14867', '15180']=>['15125']
 311   0.998        ['15117', '15227', '14867', '14773', '15165']=>['15125']
 312   0.998        ['15117', '15227', '14867', '15125', '15165']=>['14773']
 313   0.998        ['15155', '14970', '15125', '15165', '15180']=>['14773']
 314   0.998        ['15117', '15165', '15155', '15227', '14970']=>['14773']
 315   0.998        ['15117', '15155', '15227', '14970', '15165']=>['15125']
 316   0.998        ['15117', '15155', '15227', '14867', '15180']=>['14773']
 317   0.998        ['15010', '14132', '14922', '14984']=>['15180']
 318   0.998        ['15010', '14132', '15200', '14984']=>['15180']
 319   0.998        ['15248', '14132', '15200', '14984']=>['15180']
 320   0.997        ['14132', '14922', '15487', '14984']=>['15180']
 321   0.997        ['14132', '15200', '15272']=>['15180']
 322   0.997        ['14132', '14984', '15200', '15272']=>['15180']
 323   0.997        ['15200', '14922', '15180', '15272']=>['14984']
 324   0.997        ['15200', '14132', '14922', '15272']=>['15180', '14984']
 325   0.997        ['15200', '14922', '15180', '15272']=>['14132', '14984']
 326   0.997        ['14970', '15526', '15117', '15155']=>['15125']
 327   0.997        ['15227', '14773', '15117', '15155']=>['15125']
 328   0.997        ['14922', '14132', '15200', '15180', '14283']=>['14984']
 329   0.997        ['15117', '15155', '14773', '15526', '14970']=>['15125']
 330   0.997        ['15227', '14970', '14773', '15155']=>['15125']
 331   0.997        ['15180', '14867', '15125', '15526']=>['14773']
 332   0.997        ['14970', '15526', '15180', '15155']=>['14773']
 333   0.997        ['15227', '14970', '15526', '15155']=>['14773', '15125']
 334   0.997        ['14773', '15117', '15180', '15155']=>['15125']
 335   0.997        ['15117', '14867', '15526', '14773', '14970']=>['15125']
 336   0.997        ['15227', '14773', '15117', '15180']=>['15125']
 337   0.997        ['15227', '14970', '15117', '15155']=>['14773', '15125']
 338   0.997        ['15526', '15117', '15180', '15155']=>['15125']
 339   0.997        ['15526', '15117', '15180', '15155']=>['14773']
 340   0.997        ['15227', '15526', '15117', '15180']=>['15125']
 341   0.997        ['15227', '15526', '15117', '15180']=>['14773']
 342   0.997        ['15117', '15155', '15227', '15526', '14970']=>['14773', '15125']
 343   0.997        ['15227', '14773', '15180', '15155']=>['15125']
 344   0.997        ['15227', '14970', '15180', '15117']=>['14773', '15125']
 345   0.997        ['14970', '15180', '15117', '15155']=>['14773', '15125']
 346   0.997        ['15165', '14773', '15117', '15526']=>['15125']
 347   0.997        ['15125', '14867', '15117', '15180']=>['14773']
 348   0.997        ['15227', '15526', '15180', '15155']=>['14773', '15125']
 349   0.997        ['15117', '15155', '15526', '14970', '15180']=>['14773', '15125']
 350   0.997        ['15117', '15227', '15526', '14970', '15180']=>['14773', '15125']
 351   0.997        ['14132', '14922', '14825', '15525']=>['15180']
 352   0.997        ['15227', '14970', '15180', '15155']=>['14773', '15125']
 353   0.997        ['15117', '15155', '14867', '15526', '14970']=>['15125']
 354   0.997        ['15227', '15180', '15117', '15155']=>['14773', '15125']
 355   0.997        ['15117', '15155', '15227', '14867', '14773']=>['15125']
 356   0.997        ['15117', '15165', '14773', '15526', '14970']=>['15125']
 357   0.997        ['15117', '15155', '14867', '14773', '15526', '14970']=>['15125']
 358   0.997        ['15227', '14970', '14867', '15155']=>['14773']
 359   0.997        ['14867', '15125', '15180', '15155']=>['14773']
 360   0.997        ['15155', '15227', '15526', '14970', '15180']=>['14773', '15125']
 361   0.997        ['15155', '15227', '14867', '14773', '14970']=>['15125']
 362   0.997        ['15227', '15165', '15117']=>['14773', '15125']
 363   0.997        ['15117', '15155', '15227', '15526', '15180']=>['14773', '15125']
 364   0.997        ['15200', '14132', '14922', '14825']=>['15180']
 365   0.997        ['15227', '14867', '14773', '14970', '15180']=>['15125']
 366   0.997        ['15117', '15155', '15227', '14970', '15180']=>['14773', '15125']
 367   0.997        ['15155', '15227', '14867', '15526', '14970']=>['14773', '15125']
 368   0.997        ['14867', '15117', '15180', '15155']=>['14773']
 369   0.997        ['15227', '15165', '15526', '15117']=>['14773', '15125']
 370   0.997        ['15227', '15165', '15155']=>['14773']
 371   0.997        ['15227', '14970', '15117', '15165']=>['14773', '15125']
 372   0.997        ['15227', '14867', '15526', '14970', '15180']=>['15125']
 373   0.997        ['15117', '15155', '14867', '14773', '15180']=>['15125']
 374   0.997        ['15165', '15526', '15117', '15155']=>['15125']
 375   0.997        ['15227', '14867', '15526', '14773', '14970', '15180']=>['15125']
 376   0.997        ['15117', '15155', '15227', '15526', '14970', '15180']=>['14773', '15125']
 377   0.997        ['14931', '14993', '14717', '15190']=>['14197']
 378   0.997        ['15117', '15155', '14773', '15526', '15165']=>['15125']
 379   0.997        ['15117', '15155', '15227', '14867', '14970']=>['14773', '15125']
 380   0.997        ['15165', '14773', '15117', '15180']=>['15125']
 381   0.997        ['15117', '15165', '15227', '15526', '14970']=>['14773', '15125']
 382   0.997        ['15117', '15155', '14867', '15526', '15180']=>['14773', '15125']
 383   0.997        ['15117', '15227', '14867', '15526', '15180']=>['15125']
 384   0.997        ['15117', '15227', '14867', '15526', '15180']=>['14773']
 385   0.997        ['15117', '15155', '15227', '14867', '15526', '14970']=>['14773', '15125']
 386   0.997        ['15227', '14970', '15165', '15155']=>['14773']
 387   0.997        ['15227', '14867', '15180', '15155']=>['15125']
 388   0.997        ['15227', '14867', '15180', '15155']=>['14773']
 389   0.997        ['15227', '15165', '15526', '15155']=>['14773', '15125']
 390   0.997        ['15117', '14867', '15526', '14773', '15165']=>['15125']
 391   0.997        ['15117', '15165', '15155', '15526', '14970']=>['15125']
 392   0.997        ['15117', '15155', '14970', '14773', '15526', '15165']=>['15125']
 393   0.997        ['15010', '14132', '15091', '14922']=>['15180']
 394   0.997        ['15165', '15155', '15227', '14773', '14970']=>['15125']
 395   0.997        ['15117', '15155', '14867', '14970', '15180']=>['14773', '15125']
 396   0.997        ['15117', '15227', '14867', '14970', '15180']=>['14773', '15125']
 397   0.997        ['15227', '15165', '15117', '15155']=>['14773', '15125']
 398   0.997        ['15010', '15200', '15091', '14922']=>['14984']
 399   0.997        ['15227', '15165', '15526', '15180']=>['15125']
 400   0.997        ['15227', '14773', '15526', '15165', '15180']=>['15125']
 401   0.997        ['14132', '15010', '15091', '15200', '14984']=>['15180']
 402   0.997        ['14132', '15010', '15091', '15200', '15180']=>['14984']
 403   0.997        ['15155', '15227', '14867', '15526', '15180']=>['14773', '15125']
 404   0.997        ['15165', '15155', '15227', '15526', '14970']=>['14773', '15125']
 405   0.997        ['15117', '14867', '14970', '15526', '14773', '15165']=>['15125']
 406   0.997        ['15117', '15155', '14867', '15526', '14970', '15180']=>['14773', '15125']
 407   0.997        ['15117', '15227', '14867', '15526', '14970', '15180']=>['14773', '15125']
