index  confidence   rules
 127   0.998        ['14970', '15125', '15117', '15155', '14867']=>['14773']
 128   0.998        ['15125', '15227', '15526', '15155', '14867']=>['14773']
 129   0.998        ['15227', '15526', '14773', '15155', '14867']=>['15125']
 130   0.998        ['14970', '15227', '15125', '15180', '15155']=>['14773']
 131   0.998        ['14970', '15227', '15180', '14773', '15155']=>['15125']
 132   0.998        ['15125', '15165', '15180']=>['14773']
 133   0.998        ['15125', '15165', '15155']=>['14773']
 134   0.998        ['15227', '15117', '15180', '15155']=>['15125']
 135   0.998        ['15227', '15117', '15180', '15155']=>['14773']
 136   0.998        ['14970', '15526', '15117', '15155', '14867']=>['14773']
 137   0.998        ['15227', '15165', '15180']=>['14773']
 138   0.998        ['15125', '15227', '15180', '15117', '15155']=>['14773']
 139   0.998        ['15227', '15180', '14773', '15117', '15155']=>['15125']
 140   0.998        ['15125', '15180', '15117', '15526', '14867']=>['14773']
 141   0.998        ['15180', '14773', '15117', '15526', '14867']=>['15125']
 142   0.998        ['14970', '15227', '15125', '15117', '15526', '14867']=>['14773']
 143   0.998        ['14970', '15227', '14773', '15117', '15526', '14867']=>['15125']
 144   0.998        ['14970', '15227', '15180', '15526', '15155']=>['15125']
 145   0.998        ['15125', '15227', '15117', '15155', '14867']=>['14773']
 146   0.998        ['14970', '15227', '15180', '15526', '15155']=>['14773']
 147   0.998        ['14970', '15125', '15165', '15117', '15526']=>['14773']
 148   0.998        ['14970', '15125', '15526', '15117', '15155', '14867']=>['14773']
 149   0.998        ['15125', '15227', '15180', '15526', '14867']=>['14773']
 150   0.998        ['14970', '15227', '15125', '15180', '15526', '15155']=>['14773']
 151   0.998        ['14970', '15227', '15180', '14773', '15526', '15155']=>['15125']
 152   0.998        ['15227', '15117', '15165']=>['15125']
 153   0.998        ['15227', '15117', '15165']=>['14773']
 154   0.998        ['15125', '15165', '15180', '15526']=>['14773']
 155   0.998        ['14970', '15227', '15125', '15155', '14867']=>['14773']
 156   0.998        ['14970', '15125', '15180', '15117', '14867']=>['14773']
 157   0.998        ['14970', '15180', '14773', '15117', '14867']=>['15125']
 158   0.998        ['15125', '15227', '15117', '15165']=>['14773']
 159   0.998        ['15227', '15117', '15165', '14773']=>['15125']
 160   0.998        ['15125', '15155', '15165', '15526']=>['14773']
 161   0.998        ['15227', '15180', '15526', '15117', '15155']=>['15125']
 162   0.998        ['15227', '15180', '15526', '15117', '15155']=>['14773']
 163   0.998        ['15125', '15227', '15180', '15117', '15526', '15155']=>['14773']
 164   0.998        ['15227', '15180', '14773', '15117', '15526', '15155']=>['15125']
 165   0.998        ['14970', '15125', '15165', '15155']=>['14773']
 166   0.998        ['14970', '15180', '15526', '15155', '14867']=>['14773']
 167   0.998        ['15125', '15227', '15526', '15117', '15155', '14867']=>['14773']
 168   0.998        ['15227', '15526', '14773', '15117', '15155', '14867']=>['15125']
 169   0.998        ['14970', '15227', '15180', '15117', '15155']=>['15125']
 170   0.998        ['14970', '15227', '15526', '15155', '14867']=>['14773']
 171   0.998        ['14970', '15227', '15526', '15155', '14867']=>['15125']
 172   0.998        ['15180', '15200', '14994', '14922', '14132']=>['14984']
 173   0.998        ['14970', '15227', '15125', '15165', '15526']=>['14773']
 174   0.998        ['15125', '15180', '15526', '15155', '14867']=>['14773']
 175   0.998        ['14970', '15227', '15180', '15117', '15155']=>['14773']
 176   0.998        ['15125', '15117', '15165', '15155']=>['14773']
 177   0.998        ['14970', '15227', '15125', '15180', '14867']=>['14773']
 178   0.998        ['14970', '15125', '15180', '15117', '15526', '14867']=>['14773']
 179   0.998        ['14970', '15180', '14773', '15117', '15526', '14867']=>['15125']
 180   0.998        ['14970', '15227', '15125', '15180', '15117', '15155']=>['14773']
 181   0.998        ['14970', '15227', '15180', '14773', '15117', '15155']=>['15125']
 182   0.998        ['14970', '15227', '15125', '15526', '15155', '14867']=>['14773']
 183   0.998        ['14970', '15227', '15526', '14773', '15155', '14867']=>['15125']
 184   0.998        ['15227', '15117', '15165', '15526']=>['15125']
 185   0.998        ['15227', '15117', '15165', '15526']=>['14773']
 186   0.998        ['14970', '15117', '15165', '15155']=>['14773']
 187   0.998        ['15125', '15227', '15165', '15117', '15526']=>['14773']
 188   0.998        ['15227', '15165', '14773', '15117', '15526']=>['15125']
 189   0.998        ['14970', '15227', '15117', '15165']=>['14773']
 190   0.998        ['14970', '15227', '15117', '15165']=>['15125']
 191   0.998        ['15125', '15227', '15165', '14867']=>['14773']
 192   0.998        ['14970', '15125', '15180', '15155', '14867']=>['14773']
 193   0.998        ['14970', '15227', '15180', '15526', '14867']=>['14773']
 194   0.998        ['14970', '15125', '15165', '15526', '15155']=>['14773']
 195   0.998        ['14970', '15125', '15165', '15180']=>['14773']
 196   0.998        ['15155', '15117', '15165', '15526']=>['14773']
 197   0.998        ['15129', '15009', '14889', '15202']=>['14867']
 198   0.998        ['14970', '15227', '15125', '15165', '15117']=>['14773']
 199   0.998        ['14970', '15227', '15165', '14773', '15117']=>['15125']
 200   0.998        ['15125', '15180', '15117', '15155', '14867']=>['14773']
 201   0.998        ['14970', '15227', '15180', '15117', '15526', '15155']=>['15125']
 202   0.998        ['14970', '15227', '15180', '15117', '15526', '15155']=>['14773']
 203   0.998        ['14132', '15200', '14825', '14984']=>['15180']
 204   0.998        ['14970', '15227', '15117', '15155', '14867']=>['14773']
 205   0.998        ['14970', '15227', '15117', '15155', '14867']=>['15125']
 206   0.998        ['14970', '15227', '15125', '15180', '15526', '14867']=>['14773']
 207   0.998        ['14970', '15125', '15227', '15180', '15526', '15117', '15155']=>['14773']
 208   0.998        ['14970', '15227', '15180', '15526', '14773', '15117', '15155']=>['15125']
 209   0.998        ['15125', '15117', '15165', '14867']=>['14773']
 210   0.998        ['15125', '15227', '15165', '15155']=>['14773']
 211   0.998        ['15125', '15227', '15180', '15117', '14867']=>['14773']
 212   0.998        ['15227', '15180', '14773', '15117', '14867']=>['15125']
 213   0.998        ['15125', '15165', '15526', '15117', '15155']=>['14773']
 214   0.998        ['14970', '15227', '15125', '15117', '15155', '14867']=>['14773']
 215   0.998        ['14970', '15227', '14773', '15117', '15155', '14867']=>['15125']
 216   0.998        ['15125', '15117', '15165', '15180']=>['14773']
 217   0.998        ['14970', '15227', '15165', '15117', '15526']=>['14773']
 218   0.998        ['14970', '15227', '15165', '15117', '15526']=>['15125']
 219   0.998        ['14970', '15125', '15165', '15526', '14867']=>['14773']
 220   0.998        ['14970', '15125', '15165', '15117', '15155']=>['14773']
 221   0.998        ['14970', '15125', '15180', '15526', '15155', '14867']=>['14773']
 222   0.998        ['15125', '15227', '15165', '15526', '14867']=>['14773']
 223   0.998        ['15227', '15165', '14773', '15526', '14867']=>['15125']
 224   0.998        ['15180', '15526', '15117', '15155', '14867']=>['14773']
 225   0.998        ['15180', '15526', '15117', '15155', '14867']=>['15125']
 226   0.998        ['14970', '15125', '15165', '15180', '15526']=>['14773']
 227   0.998        ['14970', '15227', '15125', '15165', '15117', '15526']=>['14773']
 228   0.998        ['14970', '15227', '15165', '14773', '15117', '15526']=>['15125']
 229   0.998        ['14970', '15227', '15526', '15117', '15155', '14867']=>['14773']
 230   0.998        ['14970', '15227', '15526', '15117', '15155', '14867']=>['15125']
 231   0.998        ['15125', '15180', '15526', '15117', '15155', '14867']=>['14773']
 232   0.998        ['15180', '15526', '14773', '15117', '15155', '14867']=>['15125']
 233   0.998        ['15227', '15165', '15155', '15526']=>['15125']
 234   0.998        ['15227', '15165', '15155', '15526']=>['14773']
 235   0.998        ['14970', '15165', '15526', '15117', '15155']=>['14773']
 236   0.998        ['14970', '15125', '15227', '15117', '15526', '15155', '14867']=>['14773']
 237   0.998        ['14970', '15227', '14773', '15117', '15526', '15155', '14867']=>['15125']
 238   0.998        ['15125', '15227', '15165', '15180']=>['14773']
 239   0.998        ['15125', '15165', '15117', '15526', '14867']=>['14773']
 240   0.998        ['15125', '15227', '15165', '15526', '15155']=>['14773']
 241   0.998        ['15227', '15165', '15526', '14773', '15155']=>['15125']
 242   0.998        ['15125', '15227', '15180', '15117', '15526', '14867']=>['14773']
 243   0.998        ['15227', '15180', '14773', '15117', '15526', '14867']=>['15125']
 244   0.998        ['14970', '15180', '15117', '15155', '14867']=>['15125']
 245   0.998        ['14970', '15180', '15117', '15155', '14867']=>['14773']
 246   0.998        ['15125', '15165', '15180', '15117', '15526']=>['14773']
 247   0.998        ['15165', '15180', '14773', '15117', '15526']=>['15125']
 248   0.998        ['15125', '15227', '15180', '15155', '14867']=>['14773']
 249   0.998        ['15227', '15180', '14773', '15155', '14867']=>['15125']
 250   0.998        ['14970', '15125', '15165', '15117', '15526', '15155']=>['14773']
 251   0.998        ['14970', '15227', '15180', '15117', '14867']=>['14773']
 252   0.998        ['14970', '15227', '15125', '15165', '15155']=>['14773']
 253   0.998        ['14970', '15125', '15165', '15117', '14867']=>['14773']
 254   0.998        ['14970', '15125', '15165', '15180', '15117']=>['14773']
 255   0.998        ['14970', '15165', '15180', '14773', '15117']=>['15125']
 256   0.998        ['14970', '15227', '15180', '15117', '14867']=>['15125']
 257   0.998        ['14970', '15125', '15180', '15117', '15155', '14867']=>['14773']
 258   0.998        ['14970', '15180', '14773', '15117', '15155', '14867']=>['15125']
 259   0.998        ['15227', '15117', '15165', '15155']=>['15125']
 260   0.998        ['15227', '15117', '15165', '15155']=>['14773']
 261   0.998        ['14984', '14825', '15200', '14922', '14132']=>['15180']
 262   0.998        ['14970', '15227', '15125', '15180', '15117', '14867']=>['14773']
 263   0.998        ['14970', '15227', '15180', '14773', '15117', '14867']=>['15125']
 264   0.998        ['15227', '15165', '15180', '15526']=>['14773']
 265   0.998        ['15125', '15165', '14867', '15180']=>['14773']
 266   0.998        ['15125', '15165', '15180', '15155']=>['14773']
 267   0.998        ['15125', '15165', '14867', '15155']=>['14773']
 268   0.998        ['15125', '15227', '15165', '15117', '15155']=>['14773']
 269   0.998        ['15227', '15165', '14773', '15117', '15155']=>['15125']
 270   0.998        ['14970', '15227', '15165', '15180']=>['14773']
 271   0.998        ['15227', '15180', '15526', '15155', '14867']=>['14773']
 272   0.998        ['15125', '15227', '15165', '15180', '15526']=>['14773']
 273   0.998        ['14970', '15227', '15165', '15526', '15155']=>['14773']
 274   0.998        ['15227', '15180', '15526', '15155', '14867']=>['15125']
 275   0.998        ['14970', '15227', '15165', '15526', '15155']=>['15125']
 276   0.998        ['14970', '15180', '15526', '15117', '15155', '14867']=>['15125']
 277   0.998        ['14970', '15180', '15526', '15117', '15155', '14867']=>['14773']
 278   0.998        ['15129', '15009', '14889', '15202', '15206']=>['14867']
 279   0.998        ['14970', '15227', '15180', '15117', '15526', '14867']=>['15125']
 280   0.998        ['14970', '15125', '15165', '15180', '15117', '15526']=>['14773']
 281   0.998        ['14970', '15165', '15180', '14773', '15117', '15526']=>['15125']
 282   0.998        ['14970', '15227', '15180', '15117', '15526', '14867']=>['14773']
 283   0.998        ['14970', '15227', '15125', '15165', '15526', '15155']=>['14773']
 284   0.998        ['14970', '15227', '15165', '14773', '15526', '15155']=>['15125']
 285   0.998        ['15125', '15227', '15180', '15526', '15155', '14867']=>['14773']
 286   0.998        ['15227', '15180', '15526', '14773', '15155', '14867']=>['15125']
 287   0.998        ['14970', '15125', '15165', '15117', '15526', '14867']=>['14773']
 288   0.998        ['14970', '15125', '15180', '15117', '15526', '15155', '14867']=>['14773']
 289   0.998        ['14970', '15180', '14773', '15117', '15526', '15155', '14867']=>['15125']
 290   0.998        ['15155', '15165', '15180', '15526']=>['14773']
 291   0.998        ['14970', '15125', '15227', '15180', '15117', '15526', '14867']=>['14773']
 292   0.998        ['14970', '15227', '15180', '14773', '15117', '15526', '14867']=>['15125']
 293   0.998        ['15227', '15165', '15526', '15117', '15155']=>['14773']
 294   0.998        ['14970', '15227', '15125', '15165', '14867']=>['14773']
 295   0.998        ['15227', '15165', '15526', '15117', '15155']=>['15125']
 296   0.998        ['14970', '15227', '15180', '15155', '14867']=>['14773']
 297   0.998        ['14970', '15227', '15125', '15165', '15180']=>['14773']
 298   0.998        ['14970', '15227', '15180', '15155', '14867']=>['15125']
 299   0.998        ['15227', '15117', '15165', '14867']=>['15125']
 300   0.998        ['15227', '15117', '15165', '14867']=>['14773']
 301   0.998        ['15125', '15165', '15526', '15155', '14867']=>['14773']
 302   0.998        ['15125', '15165', '15180', '15526', '15155']=>['14773']
 303   0.998        ['15125', '15165', '15180', '15526', '14867']=>['14773']
 304   0.998        ['15125', '15227', '15165', '15117', '15526', '15155']=>['14773']
 305   0.998        ['15227', '15165', '14773', '15117', '15526', '15155']=>['15125']
 306   0.998        ['14970', '15227', '15125', '15180', '15155', '14867']=>['14773']
 307   0.998        ['14970', '15227', '15180', '14773', '15155', '14867']=>['15125']
 308   0.998        ['15227', '15117', '15165', '15180']=>['15125']
 309   0.998        ['15227', '15117', '15165', '15180']=>['14773']
 310   0.998        ['14970', '15125', '15165', '15180', '15155']=>['14773']
 311   0.998        ['15125', '15227', '15165', '15117', '14867']=>['14773']
 312   0.998        ['15227', '15165', '14773', '15117', '14867']=>['15125']
 313   0.998        ['15227', '15180', '15117', '15155', '14867']=>['15125']
 314   0.998        ['15227', '15180', '15117', '15155', '14867']=>['14773']
 315   0.998        ['14970', '15227', '15165', '15117', '15155']=>['14773']
 316   0.998        ['14970', '15227', '15165', '15117', '15155']=>['15125']
 317   0.998        ['14132', '14922', '15010', '14984']=>['15180']
 318   0.998        ['14132', '15200', '15010', '14984']=>['15180']
 319   0.998        ['14132', '15248', '15200', '14984']=>['15180']
 320   0.997        ['14132', '14922', '15487', '14984']=>['15180']
 321   0.997        ['15272', '15200', '14132']=>['15180']
 322   0.997        ['14132', '15272', '15200', '14984']=>['15180']
 323   0.997        ['15272', '15200', '15180', '14922']=>['14984']
 324   0.997        ['14132', '15272', '15200', '14922']=>['15180', '14984']
 325   0.997        ['15272', '15200', '15180', '14922']=>['14132', '14984']
 326   0.997        ['14970', '15155', '15117', '15526']=>['15125']
 327   0.997        ['15227', '15117', '14773', '15155']=>['15125']
 328   0.997        ['14283', '15180', '15200', '14922', '14132']=>['14984']
 329   0.997        ['14970', '15526', '14773', '15117', '15155']=>['15125']
 330   0.997        ['14970', '15227', '14773', '15155']=>['15125']
 331   0.997        ['15125', '14867', '15180', '15526']=>['14773']
 332   0.997        ['14970', '15155', '15180', '15526']=>['14773']
 333   0.997        ['14970', '15227', '15155', '15526']=>['15125', '14773']
 334   0.997        ['14773', '15117', '15180', '15155']=>['15125']
 335   0.997        ['14970', '14773', '15117', '15526', '14867']=>['15125']
 336   0.997        ['15227', '14773', '15117', '15180']=>['15125']
 337   0.997        ['14970', '15227', '15117', '15155']=>['15125', '14773']
 338   0.997        ['15155', '15117', '15180', '15526']=>['15125']
 339   0.997        ['15155', '15117', '15180', '15526']=>['14773']
 340   0.997        ['15227', '15117', '15180', '15526']=>['14773']
 341   0.997        ['15227', '15117', '15180', '15526']=>['15125']
 342   0.997        ['14970', '15227', '15526', '15117', '15155']=>['15125', '14773']
 343   0.997        ['15227', '14773', '15180', '15155']=>['15125']
 344   0.997        ['14970', '15227', '15117', '15180']=>['15125', '14773']
 345   0.997        ['14970', '15117', '15180', '15155']=>['15125', '14773']
 346   0.997        ['14773', '15117', '15165', '15526']=>['15125']
 347   0.997        ['15125', '15117', '14867', '15180']=>['14773']
 348   0.997        ['15227', '15155', '15180', '15526']=>['15125', '14773']
 349   0.997        ['14970', '15227', '15180', '15117', '15526']=>['15125', '14773']
 350   0.997        ['14970', '15180', '15526', '15117', '15155']=>['15125', '14773']
 351   0.997        ['15525', '14922', '14825', '14132']=>['15180']
 352   0.997        ['14970', '15227', '15180', '15155']=>['15125', '14773']
 353   0.997        ['14970', '15526', '15117', '15155', '14867']=>['15125']
 354   0.997        ['15227', '15117', '15180', '15155']=>['15125', '14773']
 355   0.997        ['15227', '14773', '15117', '15155', '14867']=>['15125']
 356   0.997        ['14970', '15165', '14773', '15117', '15526']=>['15125']
 357   0.997        ['14970', '15526', '14773', '15117', '15155', '14867']=>['15125']
 358   0.997        ['15125', '14867', '15180', '15155']=>['14773']
 359   0.997        ['14970', '15227', '14867', '15155']=>['14773']
 360   0.997        ['14970', '15227', '15180', '15526', '15155']=>['15125', '14773']
 361   0.997        ['14970', '15227', '14773', '15155', '14867']=>['15125']
 362   0.997        ['15227', '15117', '15165']=>['15125', '14773']
 363   0.997        ['15227', '15180', '15526', '15117', '15155']=>['15125', '14773']
 364   0.997        ['14132', '15200', '14825', '14922']=>['15180']
 365   0.997        ['14970', '15227', '15180', '14773', '14867']=>['15125']
 366   0.997        ['14970', '15227', '15180', '15117', '15155']=>['15125', '14773']
 367   0.997        ['14970', '15227', '15526', '15155', '14867']=>['15125', '14773']
 368   0.997        ['15117', '14867', '15180', '15155']=>['14773']
 369   0.997        ['15227', '15117', '15165', '15526']=>['15125', '14773']
 370   0.997        ['15227', '15165', '15155']=>['14773']
 371   0.997        ['14970', '15227', '15117', '15165']=>['15125', '14773']
 372   0.997        ['14970', '15227', '15180', '15526', '14867']=>['15125']
 373   0.997        ['15180', '14773', '15117', '15155', '14867']=>['15125']
 374   0.997        ['15155', '15117', '15165', '15526']=>['15125']
 375   0.997        ['14970', '15227', '15180', '14773', '15526', '14867']=>['15125']
 376   0.997        ['14970', '15227', '15180', '15117', '15526', '15155']=>['15125', '14773']
 377   0.997        ['14717', '14993', '14931', '15190']=>['14197']
 378   0.997        ['15165', '15526', '14773', '15117', '15155']=>['15125']
 379   0.997        ['14970', '15227', '15117', '15155', '14867']=>['15125', '14773']
 380   0.997        ['14773', '15117', '15165', '15180']=>['15125']
 381   0.997        ['14970', '15227', '15165', '15117', '15526']=>['15125', '14773']
 382   0.997        ['15180', '15526', '15117', '15155', '14867']=>['15125', '14773']
 383   0.997        ['15227', '15180', '15117', '15526', '14867']=>['15125']
 384   0.997        ['15227', '15180', '15117', '15526', '14867']=>['14773']
 385   0.997        ['14970', '15227', '15526', '15117', '15155', '14867']=>['15125', '14773']
 386   0.997        ['15227', '14867', '15180', '15155']=>['15125']
 387   0.997        ['14970', '15227', '15165', '15155']=>['14773']
 388   0.997        ['15227', '14867', '15180', '15155']=>['14773']
 389   0.997        ['15165', '14773', '15117', '15526', '14867']=>['15125']
 390   0.997        ['14970', '15165', '15526', '15117', '15155']=>['15125']
 391   0.997        ['15227', '15165', '15155', '15526']=>['15125', '14773']
 392   0.997        ['14970', '15165', '14773', '15117', '15526', '15155']=>['15125']
 393   0.997        ['15091', '14922', '15010', '14132']=>['15180']
 394   0.997        ['14970', '15227', '15165', '14773', '15155']=>['15125']
 395   0.997        ['14970', '15180', '15117', '15155', '14867']=>['15125', '14773']
 396   0.997        ['14970', '15227', '15180', '15117', '14867']=>['15125', '14773']
 397   0.997        ['15227', '15117', '15165', '15155']=>['15125', '14773']
 398   0.997        ['15227', '15165', '15180', '15526']=>['15125']
 399   0.997        ['15091', '15200', '15010', '14922']=>['14984']
 400   0.997        ['15227', '15165', '15180', '14773', '15526']=>['15125']
 401   0.997        ['14984', '15010', '15091', '15200', '14132']=>['15180']
 402   0.997        ['15010', '15180', '15091', '15200', '14132']=>['14984']
 403   0.997        ['14970', '15227', '15165', '15526', '15155']=>['15125', '14773']
 404   0.997        ['15227', '15180', '15526', '15155', '14867']=>['15125', '14773']
 405   0.997        ['14970', '15165', '14773', '15117', '15526', '14867']=>['15125']
 406   0.997        ['14970', '15180', '15526', '15117', '15155', '14867']=>['15125', '14773']
 407   0.997        ['14970', '15227', '15180', '15117', '15526', '14867']=>['15125', '14773']
